time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-04-24 16:41:03,Alcance,9.024266242980957,-79.5343017578125,64.0,0.1,13.0,3.871,21.0,41.0,2.0,4,32.8,346.4,-63.0,13.5,GatewayELII,-67,9.5,GatewayFacilidades,-91,13.5,GatewayEdificio3,-102,9.8,GatewayOficina,-63,9.5
2026-04-24 16:41:33,Alcance,9.024280548095703,-79.53430938720703,66.0,0.1,13.0,3.871,21.0,41.0,32.0,4,30.9,348.1,-61.0,13.0,GatewayELII,-65,9.2,GatewayFacilidades,-97,13.0,GatewayEdificio3,-105,9.0,GatewayOficina,-61,9.5
2026-04-24 16:42:03,Alcance,9.024274826049805,-79.53431701660156,64.0,0.1,14.0,3.861,21.0,42.0,2.0,4,31.9,348.2,-61.0,9.8,GatewayELII,-72,9.8,GatewayFacilidades,-104,9.3,GatewayEdificio3,-102,7.0,GatewayOficina,-61,9.5
2026-04-24 16:42:33,Alcance,9.02428150177002,-79.53431701660156,63.0,0.1,15.0,3.871,21.0,42.0,32.0,4,31.3,348.8,-61.0,12.8,GatewayELII,-66,9.5,GatewayFacilidades,-97,12.8,GatewayEdificio3,-94,9.2,GatewayOficina,-61,9.8
2026-04-24 16:43:03,Alcance,9.024275779724121,-79.5343246459961,63.0,0.1,15.0,3.861,21.0,43.0,2.0,4,32.3,348.1,-61.0,12.0,GatewayELII,-67,9.5,GatewayFacilidades,-99,12.0,GatewayEdificio3,-95,8.8,GatewayOficina,-61,9.8
2026-04-24 16:43:33,Alcance,9.024273872375488,-79.5343246459961,63.0,0.1,15.0,3.861,21.0,43.0,32.0,4,32.5,347.9,-70.0,11.5,GatewayELII,-71,10.0,GatewayFacilidades,-100,11.5,GatewayEdificio3,-91,9.5,GatewayOficina,-70,9.8
2026-04-24 16:44:03,Alcance,9.024409294128418,-79.53433990478516,67.0,0.1,15.0,3.881,21.0,44.0,2.0,4,23.7,360.2,-63.0,10.0,GatewayELII,-67,9.8,GatewayFacilidades,-104,8.0,GatewayEdificio3,-99,7.5,GatewayOficina,-63,10.0
2026-04-24 16:44:33,Alcance,9.024446487426758,-79.53428649902344,68.0,0.1,15.0,3.881,21.0,44.0,32.0,4,16.6,359.5,-76.0,11.5,GatewayELII,-76,9.8,GatewayFacilidades,-98,11.5,GatewayEdificio3,-108,0.2,GatewayOficina,-84,9.2
2026-04-24 16:45:03,Alcance,9.024419784545898,-79.53426361083984,64.0,0.1,14.0,3.891,21.0,45.0,2.0,4,16.0,355.6,-69.0,14.0,GatewayELII,-69,9.5,GatewayFacilidades,-91,14.0,GatewayEdificio3,-91,9.5,GatewayOficina,-81,9.2
2026-04-24 16:45:33,Alcance,9.024480819702148,-79.53427124023438,49.0,0.2,3.0,3.881,21.0,45.0,32.0,2,13.7,43.5,-107.0,8.5,GatewayELII,-107,8.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,-115,-4.2
2026-04-24 16:46:03,Alcance,9.024480819702148,-79.53427124023438,49.0,0.2,0.0,3.881,21.0,46.0,2.0,4,13.7,360.7,-49.0,10.2,GatewayELII,-81,10.0,GatewayFacilidades,-108,7.5,GatewayEdificio3,-101,8.8,GatewayOficina,-49,10.2
2026-04-24 16:46:33,Alcance,9.025155067443848,-79.53431701660156,49.0,0.1,8.0,3.881,21.0,46.0,32.0,4,46.7,423.9,-37.0,10.5,GatewayELII,-78,9.8,GatewayFacilidades,-107,7.0,GatewayEdificio3,-106,6.0,GatewayOficina,-37,10.5
2026-04-24 16:47:03,Alcance,9.025018692016602,-79.53404998779297,30.0,0.1,10.0,3.881,21.0,47.0,2.0,4,57.7,395.4,-59.0,10.2,GatewayELII,-88,9.5,GatewayFacilidades,-105,9.0,GatewayEdificio3,-108,4.8,GatewayOficina,-59,10.2
2026-04-24 16:47:33,Alcance,9.025012016296387,-79.53409576416016,8.0,0.2,9.0,3.881,21.0,47.0,33.0,4,52.9,397.4,-37.0,10.2,GatewayELII,-89,9.5,GatewayFacilidades,-109,7.0,GatewayEdificio3,-111,5.2,GatewayOficina,-37,10.2
2026-04-24 16:48:03,Alcance,9.024989128112793,-79.53411865234375,0.0,0.2,8.0,3.881,21.0,48.0,3.0,4,49.5,396.6,-37.0,10.5,GatewayELII,-85,10.5,GatewayFacilidades,-109,6.5,GatewayEdificio3,-100,8.5,GatewayOficina,-37,9.5
2026-04-24 16:48:33,Alcance,9.024906158447266,-79.53422546386719,3.0,0.2,7.0,3.881,21.0,48.0,33.0,4,34.9,395.4,-39.0,9.5,GatewayELII,-89,9.5,GatewayFacilidades,-108,7.8,GatewayEdificio3,-105,8.2,GatewayOficina,-39,9.2
2026-04-24 16:49:04,Alcance,9.024791717529297,-79.53435516357422,-1.0,0.2,8.0,3.881,21.0,49.0,3.0,4,18.0,393.5,-39.0,9.2,GatewayELII,-81,9.2,GatewayFacilidades,-108,7.0,GatewayEdificio3,-108,4.5,GatewayOficina,-39,8.8
2026-04-24 16:49:34,Alcance,9.024744033813477,-79.53434753417969,0.0,0.2,9.0,3.881,21.0,49.0,33.0,4,19.4,388.7,-40.0,10.3,GatewayELII,-81,9.8,GatewayFacilidades,-104,10.3,GatewayEdificio3,-105,7.5,GatewayOficina,-40,10.2
2026-04-24 16:50:04,Alcance,9.024736404418945,-79.53435516357422,0.0,0.2,8.0,3.881,21.0,50.0,3.0,4,18.8,388.6,-46.0,9.5,GatewayELII,-87,9.5,GatewayFacilidades,-105,6.5,GatewayEdificio3,-111,1.0,GatewayOficina,-46,9.2
2026-04-24 16:50:34,Alcance,9.024746894836426,-79.53435516357422,1.0,0.2,8.0,3.861,21.0,50.0,33.0,3,18.5,389.5,-41.0,9.8,GatewayELII,-81,9.8,GatewayFacilidades,,,GatewayEdificio3,-102,6.0,GatewayOficina,-41,9.5
2026-04-24 16:51:04,Alcance,9.024748802185059,-79.53435516357422,4.0,0.2,8.0,3.886,21.0,51.0,3.0,4,18.5,389.7,-43.0,10.0,GatewayELII,-88,9.2,GatewayFacilidades,-106,8.0,GatewayEdificio3,-102,8.2,GatewayOficina,-43,10.0
2026-04-24 16:51:34,Alcance,9.024774551391602,-79.5343017578125,10.0,0.2,8.0,3.881,21.0,51.0,33.0,4,23.9,388.4,-47.0,10.2,GatewayELII,-85,10.2,GatewayFacilidades,-110,5.3,GatewayEdificio3,-105,8.5,GatewayOficina,-47,9.2
2026-04-24 16:52:04,Alcance,9.024771690368652,-79.53433990478516,13.0,0.2,7.0,3.881,21.0,52.0,3.0,4,19.8,390.0,-47.0,10.2,GatewayELII,-87,10.2,GatewayFacilidades,-111,4.0,GatewayEdificio3,-108,6.8,GatewayOficina,-47,9.5
2026-04-24 16:52:34,Alcance,9.024782180786133,-79.53435516357422,18.0,0.2,8.0,3.881,21.0,52.0,33.0,4,18.0,391.9,-45.0,9.8,GatewayELII,-85,9.8,GatewayFacilidades,-108,6.3,GatewayEdificio3,-105,6.5,GatewayOficina,-45,9.2
2026-04-24 16:53:04,Alcance,9.024784088134766,-79.53435516357422,20.0,0.2,8.0,3.886,21.0,53.0,3.0,4,18.0,392.1,-49.0,9.5,GatewayELII,-82,9.5,GatewayFacilidades,-107,8.3,GatewayEdificio3,-105,8.2,GatewayOficina,-49,9.5
2026-04-24 16:53:34,Alcance,9.024785041809082,-79.53441619873047,2.0,0.2,7.0,3.881,21.0,53.0,33.0,4,11.3,397.0,-54.0,9.8,GatewayELII,-85,9.8,GatewayFacilidades,-111,3.5,GatewayEdificio3,-101,5.0,GatewayOficina,-54,9.8
2026-04-24 16:54:04,Alcance,9.024789810180664,-79.53439331054688,3.0,0.2,7.0,3.871,21.0,54.0,3.0,4,13.8,395.8,-59.0,10.0,GatewayELII,-91,10.0,GatewayFacilidades,-108,8.0,GatewayEdificio3,-103,8.2,GatewayOficina,-59,9.8
2026-04-24 16:54:34,Alcance,9.024797439575195,-79.53438568115234,6.0,0.2,8.0,3.881,21.0,54.0,33.0,4,14.7,396.0,-63.0,9.8,GatewayELII,-84,9.2,GatewayFacilidades,-106,9.0,GatewayEdificio3,-100,9.0,GatewayOficina,-63,9.8
2026-04-24 16:55:04,Alcance,9.024782180786133,-79.53440856933594,8.0,0.2,7.0,3.861,21.0,55.0,3.0,4,12.2,396.2,-63.0,10.0,GatewayELII,-89,9.5,GatewayFacilidades,-110,5.3,GatewayEdificio3,-108,6.0,GatewayOficina,-63,10.0
2026-04-24 16:55:34,Alcance,9.024765968322754,-79.53450012207031,-1.0,0.1,9.0,3.881,21.0,55.0,33.0,4,3.1,401.1,-57.0,9.2,GatewayELII,-102,7.0,GatewayFacilidades,-111,4.0,GatewayEdificio3,-107,6.5,GatewayOficina,-57,9.2
2026-04-24 16:56:04,Alcance,9.024774551391602,-79.5345458984375,-3.0,0.1,9.0,3.881,21.0,56.0,3.0,4,3.2,405.1,-43.0,10.0,GatewayELII,-79,9.2,GatewayFacilidades,-108,6.0,GatewayEdificio3,-103,8.0,GatewayOficina,-43,10.0
2026-04-24 16:56:34,Alcance,9.02476978302002,-79.53453826904297,-1.0,0.1,9.0,3.871,21.0,56.0,34.0,4,2.8,404.8,-37.0,9.8,GatewayELII,-89,9.8,GatewayFacilidades,-107,9.0,GatewayEdificio3,-103,8.5,GatewayOficina,-37,8.8
2026-04-24 16:57:04,Alcance,9.024774551391602,-79.53450012207031,-4.0,0.4,6.0,3.871,21.0,57.0,4.0,4,2.5,402.5,-41.0,9.2,GatewayELII,-80,9.2,GatewayFacilidades,-106,6.3,GatewayEdificio3,-103,7.2,GatewayOficina,-41,9.2
2026-04-24 16:57:35,Alcance,9.024773597717285,-79.53457641601562,-5.0,0.3,6.0,3.881,21.0,57.0,34.0,4,6.4,407.8,-40.0,9.8,GatewayELII,-84,9.8,GatewayFacilidades,-111,4.5,GatewayEdificio3,-99,7.8,GatewayOficina,-40,9.8
